model,task,task family,success,token consumption,leaderboard,site_submission_name,site_submission_folder,site_submission_date,site_resolved_rate,site_cost,site_api_calls,site_model_tags,source_url,token_note
anthropic:claude-opus-4-5-20251101,django__django-11964,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.9483269999999998,52,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-11999,django/django,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.39342900000000003,28,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-12125,django/django,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.2582725000000003,66,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-12308,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.5234327500000001,39,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-12708,django/django,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.36168900000000004,25,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-14155,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.6617034999999998,35,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-14534,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.5449002499999999,41,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-15252,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.5791647500000003,61,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,django__django-15695,django/django,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.1180817500000002,52,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.49629349999999994,33,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23314,matplotlib/matplotlib,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.406038,27,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.620681,30,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.40252975,25,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.4048885000000001,27,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25311,matplotlib/matplotlib,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.88210325,47,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25332,matplotlib/matplotlib,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.3432097500000001,23,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,psf__requests-2317,psf/requests,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.25967,24,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,pydata__xarray-4094,pydata/xarray,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.5007924999999999,30,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,pylint-dev__pylint-7080,pylint-dev/pylint,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.98502275,98,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7432,pytest-dev/pytest,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.32020724999999994,27,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.8662035,48,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.4061005000000001,31,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.27548700000000004,16,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.19241125000000003,14,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.34273925000000005,24,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.3494475000000001,26,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.0717029999999999,59,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.34934824999999997,31,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-12419,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.3985080000000003,63,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-12481,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.52550125,32,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-13031,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.50249175,34,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-13480,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.1531025,8,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-13647,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.2652375,16,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-15345,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.31864500000000007,21,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-16792,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.6444535,39,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-17630,sympy/sympy,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.531379,31,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-18199,sympy/sympy,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.4515822499999999,33,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-18698,sympy/sympy,true,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,1.2542160000000004,64,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-21379,sympy/sympy,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.5965975,34,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-opus-4-5-20251101,sympy__sympy-21612,sympy/sympy,false,,bash-only,Claude 4.5 Opus medium (20251101),20251124_mini-v1.16.0_claude-opus-4-5-20251101,2025-11-24,74.4,0.66633325,42,Model: claude-opus-4-5-20251101; Org: Anthropic; System: Attempts - 1; Mini: 1.16.0,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,astropy__astropy-12907,astropy/astropy,true,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.31756680000000004,33,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,astropy__astropy-14182,astropy/astropy,false,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.6321871499999999,66,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,astropy__astropy-14365,astropy/astropy,true,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.45850755000000015,47,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,astropy__astropy-14995,astropy/astropy,true,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.38118585,34,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,django__django-10914,django/django,true,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.5878427999999998,57,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
anthropic:claude-sonnet-4-5-20250929,django__django-11099,django/django,true,,bash-only,Claude 4.5 Sonnet (20250929),20250929_mini-v1.13.3_sonnet-4-5-20250929,2025-09-29,70.6,0.18985589999999997,24,Model: claude-sonnet-4-5-20250929; Org: Anthropic; System: Attempts - 1; Mini: 1.13.3,https://raw.githubusercontent.com/swe-bench/swe-bench.github.io/master/data/leaderboards.json,"SWE-bench website per-instance details expose resolved, cost, and api_calls; they do not expose input/output token counts."
