model,task,task family,success,token consumption
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,5896645
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,4410398
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,4429946
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,7127325
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,true,2417802
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,true,5876320
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,true,7685106
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,3616044
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,3090746
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,7815143
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,3612030
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,7483515
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,2869292
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,7687579
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,5030477
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,4035835
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,2075749
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,4700641
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,true,5959371
openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,true,4074135
openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,true,2854618
openai:gpt-5.2-2025-12-11,sympy__sympy-13480,sympy/sympy,true,3641945
openai:gpt-5.2-2025-12-11,sympy__sympy-13647,sympy/sympy,true,4505282
openai:gpt-5.2-2025-12-11,sympy__sympy-15345,sympy/sympy,true,6868821
openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,true,3456210
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,4603250
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,3793666
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,2003024
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,2110571
openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,true,5902858
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,true,777806
openai:gpt-5.2-2025-12-11,sympy__sympy-21612,sympy/sympy,true,2349423
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,0
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-12907,astropy/astropy,false,104257
anthropic:claude-opus-4-5-20251101,astropy__astropy-12907,astropy/astropy,false,124057
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50085
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,47305
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14365,astropy/astropy,false,46810
openai:gpt-5.2-2025-12-11,astropy__astropy-14365,astropy/astropy,false,44122
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14995,astropy/astropy,false,36641
openai:gpt-5.2-2025-12-11,astropy__astropy-14995,astropy/astropy,false,34992
openai:gpt-5.2-pro-2025-12-11,django__django-10914,django/django,false,21777
anthropic:claude-opus-4-5-20251101,django__django-10914,django/django,false,28266
openai:gpt-5.2-pro-2025-12-11,django__django-11099,django/django,false,5424
openai:gpt-5.2-2025-12-11,django__django-11099,django/django,false,5011
openai:gpt-5.2-pro-2025-12-11,django__django-11848,django/django,false,14847
openai:gpt-5.2-2025-12-11,django__django-11848,django/django,false,11376
openai:gpt-5.2-pro-2025-12-11,django__django-11964,django/django,false,11399
openai:gpt-5.2-2025-12-11,django__django-11964,django/django,false,6297
openai:gpt-5.2-pro-2025-12-11,django__django-12308,django/django,false,15038
openai:gpt-5.2-2025-12-11,django__django-12308,django/django,false,10117
openai:gpt-5.2-pro-2025-12-11,django__django-14155,django/django,false,26085
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,23216
openai:gpt-5.2-pro-2025-12-11,django__django-14534,django/django,false,52108
openai:gpt-5.2-2025-12-11,django__django-14534,django/django,false,48361
openai:gpt-5.2-pro-2025-12-11,django__django-15252,django/django,false,32851
anthropic:claude-opus-4-5-20251101,django__django-15252,django/django,false,34256
openai:gpt-5.2-pro-2025-12-11,django__django-15695,django/django,false,62059
anthropic:claude-opus-4-5-20251101,django__django-15695,django/django,false,76617
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,108892
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,114382
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,229732
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228187
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,144613
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,159394
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,260958
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,259684
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,22633
anthropic:claude-opus-4-5-20251101,psf__requests-2317,psf/requests,false,24357
openai:gpt-5.2-pro-2025-12-11,pydata__xarray-4094,pydata/xarray,false,115502
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110462
openai:gpt-5.2-pro-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,30265
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,25107
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,false,18847
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,false,14612
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,22812
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,false,23152
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,73125
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,72523
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,34867
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,30381
openai:gpt-5.2-pro-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,9560
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,8671
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-12419,sympy/sympy,false,18403
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,false,14575
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-17630,sympy/sympy,false,28833
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,24401
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18199,sympy/sympy,false,56517
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,53084
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18698,sympy/sympy,false,110144
openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,false,105296
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21379,sympy/sympy,false,44366
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,false,39926
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21612,sympy/sympy,false,35616
openai:gpt-5.2-2025-12-11,sympy__sympy-21612,sympy/sympy,false,31306
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50684
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,0
openai:gpt-5.2-pro-2025-12-11,django__django-11848,django/django,false,14903
anthropic:claude-opus-4-5-20251101,django__django-11848,django/django,false,0
openai:gpt-5.2-pro-2025-12-11,django__django-11964,django/django,false,0
openai:gpt-5.2-2025-12-11,django__django-11964,django/django,false,6258
openai:gpt-5.2-pro-2025-12-11,django__django-12308,django/django,false,13669
anthropic:claude-opus-4-5-20251101,django__django-12308,django/django,false,0
openai:gpt-5.2-pro-2025-12-11,django__django-14155,django/django,false,0
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,0
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,144613
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,21199
anthropic:claude-opus-4-5-20251101,psf__requests-2317,psf/requests,false,24503
openai:gpt-5.2-pro-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,0
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,0
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,0
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,false,0
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-17630,sympy/sympy,false,28833
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,24114
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21379,sympy/sympy,false,42877
anthropic:claude-opus-4-5-20251101,sympy__sympy-21379,sympy/sympy,false,0
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50144
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,46564
openai:gpt-5.2-pro-2025-12-11,django__django-11964,django/django,false,10307
anthropic:claude-opus-4-5-20251101,django__django-11964,django/django,false,0
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,108892
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,118476
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,144613
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,20306
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,false,19145
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,32303
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,29620
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50849
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,46636
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,108891
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,103293
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,0
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50308
anthropic:claude-opus-4-5-20251101,astropy__astropy-14182,astropy/astropy,false,56643
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50285
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,47439
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-12907,astropy/astropy,false,102979
anthropic:claude-opus-4-5-20251101,astropy__astropy-12907,astropy/astropy,true,124034
openai:gpt-5.2-pro-2025-12-11,django__django-10914,django/django,true,22534
openai:gpt-5.2-pro-2025-12-11,django__django-11848,django/django,true,15082
openai:gpt-5.2-pro-2025-12-11,django__django-11964,django/django,false,8847
anthropic:claude-opus-4-5-20251101,django__django-11964,django/django,true,7953
openai:gpt-5.2-pro-2025-12-11,django__django-12308,django/django,true,14879
openai:gpt-5.2-pro-2025-12-11,django__django-14155,django/django,false,0
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,23105
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228221
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,144612
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,20684
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,false,19206
openai:gpt-5.2-pro-2025-12-11,pydata__xarray-4094,pydata/xarray,false,115501
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110567
openai:gpt-5.2-pro-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,30264
anthropic:claude-opus-4-5-20251101,pylint-dev__pylint-7080,pylint-dev/pylint,false,31315
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,0
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,true,23337
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,72897
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-17630,sympy/sympy,false,28832
anthropic:claude-opus-4-5-20251101,sympy__sympy-17630,sympy/sympy,false,29741
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21379,sympy/sympy,true,41557
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14365,astropy/astropy,false,44639
anthropic:claude-opus-4-5-20251101,astropy__astropy-14365,astropy/astropy,false,53672
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14995,astropy/astropy,true,37167
openai:gpt-5.2-pro-2025-12-11,django__django-11099,django/django,true,5398
openai:gpt-5.2-pro-2025-12-11,django__django-11133,django/django,true,17286
openai:gpt-5.2-pro-2025-12-11,django__django-14534,django/django,false,0
anthropic:claude-opus-4-5-20251101,django__django-14534,django/django,true,59037
openai:gpt-5.2-pro-2025-12-11,django__django-15252,django/django,false,32535
openai:gpt-5.2-2025-12-11,django__django-15252,django/django,false,28033
openai:gpt-5.2-pro-2025-12-11,django__django-15695,django/django,false,62058
anthropic:claude-opus-4-5-20251101,django__django-15695,django/django,false,76746
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,0
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,18016
openai:gpt-5.2-pro-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,0
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,7959
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-12419,sympy/sympy,false,0
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,false,14500
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-12481,sympy/sympy,false,36010
openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,false,33052
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-13031,sympy/sympy,true,25901
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18199,sympy/sympy,false,55973
anthropic:claude-opus-4-5-20251101,sympy__sympy-18199,sympy/sympy,false,63414
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18698,sympy/sympy,false,110143
anthropic:claude-opus-4-5-20251101,sympy__sympy-18698,sympy/sympy,true,128693
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21612,sympy/sympy,true,32700
openai:gpt-5.2-pro-2025-12-11,django__django-11179,django/django,false,14779
openai:gpt-5.2-2025-12-11,django__django-11179,django/django,false,10167
openai:gpt-5.2-pro-2025-12-11,django__django-11815,django/django,true,14619
openai:gpt-5.2-pro-2025-12-11,django__django-11999,django/django,false,29169
anthropic:claude-opus-4-5-20251101,django__django-11999,django/django,true,30764
openai:gpt-5.2-pro-2025-12-11,django__django-12125,django/django,true,14561
openai:gpt-5.2-pro-2025-12-11,django__django-12708,django/django,true,52152
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,119763
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,0
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,0
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,40767
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,false,0
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,42559
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,71196
openai:gpt-5.2-pro-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,10081
openai:gpt-5-mini-2025-08-07,sympy__sympy-13480,sympy/sympy,true,26442
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-13647,sympy/sympy,true,41406
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-15345,sympy/sympy,true,10262
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-16792,sympy/sympy,false,43387
openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,true,39755
openai:gpt-5-mini-2025-08-07,astropy__astropy-12907,astropy/astropy,false,101857
google:models/gemini-3-pro-preview,astropy__astropy-12907,astropy/astropy,false,123530
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,56401
openai:gpt-5-mini-2025-08-07,astropy__astropy-14182,astropy/astropy,false,47531
anthropic:claude-opus-4-5-20251101,astropy__astropy-14365,astropy/astropy,false,53530
google:models/gemini-3-pro-preview,astropy__astropy-14365,astropy/astropy,false,57761
google:models/gemini-3-pro-preview,astropy__astropy-14995,astropy/astropy,false,40552
openai:gpt-5.2-2025-12-11,astropy__astropy-14995,astropy/astropy,false,35322
google:models/gemini-3-pro-preview,django__django-10914,django/django,false,26475
openai:gpt-5.2-pro-2025-12-11,django__django-10914,django/django,false,22280
anthropic:claude-opus-4-5-20251101,django__django-11099,django/django,false,6421
google:models/gemini-3-pro-preview,django__django-11099,django/django,false,7155
google:models/gemini-3-pro-preview,django__django-11133,django/django,false,18936
anthropic:claude-opus-4-5-20251101,django__django-11133,django/django,false,18529
openai:gpt-5.2-2025-12-11,django__django-11179,django/django,false,10498
google:models/gemini-3-pro-preview,django__django-11179,django/django,false,18820
google:models/gemini-3-pro-preview,django__django-11815,django/django,false,17299
openai:gpt-5.2-2025-12-11,django__django-11815,django/django,false,13740
google:models/gemini-3-pro-preview,django__django-11848,django/django,false,15310
openai:gpt-5-mini-2025-08-07,django__django-11848,django/django,false,12190
google:models/gemini-3-pro-preview,django__django-11964,django/django,false,10878
openai:gpt-5-mini-2025-08-07,django__django-11964,django/django,false,8252
google:models/gemini-3-pro-preview,django__django-11999,django/django,false,33228
openai:gpt-5.2-2025-12-11,django__django-11999,django/django,false,24954
google:models/gemini-3-pro-preview,django__django-12125,django/django,false,16793
openai:gpt-5.2-pro-2025-12-11,django__django-12125,django/django,false,15819
google:models/gemini-3-pro-preview,django__django-12308,django/django,false,14730
openai:gpt-5.2-2025-12-11,django__django-12308,django/django,false,10945
google:models/gemini-3-pro-preview,django__django-12708,django/django,false,63639
openai:gpt-5.2-2025-12-11,django__django-12708,django/django,false,50126
google:models/gemini-3-pro-preview,django__django-14155,django/django,false,31318
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,23533
google:models/gemini-3-pro-preview,django__django-14534,django/django,false,58906
openai:gpt-5.2-2025-12-11,django__django-14534,django/django,false,48606
google:models/gemini-3-pro-preview,django__django-15252,django/django,false,38869
openai:gpt-5-mini-2025-08-07,django__django-15252,django/django,false,30876
openai:gpt-5-mini-2025-08-07,django__django-15695,django/django,false,59869
google:models/gemini-3-pro-preview,django__django-15695,django/django,false,75048
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,167270
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,104182
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,312502
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,229177
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,206338
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,145417
google:models/gemini-3-pro-preview,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,344929
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,261210
google:models/gemini-3-pro-preview,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,208882
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,142254
google:models/gemini-3-pro-preview,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,178848
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,115266
google:models/gemini-3-pro-preview,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,186294
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,122669
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,23896
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,22402
google:models/gemini-3-pro-preview,pydata__xarray-4094,pydata/xarray,false,146969
openai:gpt-5-mini-2025-08-07,pydata__xarray-4094,pydata/xarray,false,112897
google:models/gemini-3-pro-preview,pylint-dev__pylint-7080,pylint-dev/pylint,false,32640
openai:gpt-5.2-pro-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,30228
google:models/gemini-3-pro-preview,pytest-dev__pytest-7432,pytest-dev/pytest,false,18719
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,false,19661
google:models/gemini-3-pro-preview,pytest-dev__pytest-7490,pytest-dev/pytest,false,24312
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,false,24403
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,89282
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,89642
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,46687
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,37979
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,false,52993
