model,task,task family,success,token consumption
anthropic:claude-sonnet-4-5-20250929,pytest-dev__pytest-7490,pytest-dev/pytest,true,
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,
anthropic:claude-sonnet-4-5-20250929,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,
anthropic:claude-sonnet-4-5-20250929,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-12419,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-12481,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-13031,sympy/sympy,false,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-13480,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-13647,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-15345,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-16792,sympy/sympy,true,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-17630,sympy/sympy,false,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-18199,sympy/sympy,false,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-18698,sympy/sympy,false,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-21379,sympy/sympy,false,
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-21612,sympy/sympy,false,
google:models/gemini-3-pro-preview,astropy__astropy-12907,astropy/astropy,true,
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,
google:models/gemini-3-pro-preview,astropy__astropy-14365,astropy/astropy,true,
google:models/gemini-3-pro-preview,astropy__astropy-14995,astropy/astropy,true,
google:models/gemini-3-pro-preview,django__django-10914,django/django,true,
google:models/gemini-3-pro-preview,django__django-11099,django/django,true,
google:models/gemini-3-pro-preview,django__django-11133,django/django,true,
google:models/gemini-3-pro-preview,django__django-11179,django/django,true,
google:models/gemini-3-pro-preview,django__django-11815,django/django,true,
google:models/gemini-3-pro-preview,django__django-11848,django/django,false,
google:models/gemini-3-pro-preview,django__django-11964,django/django,true,
google:models/gemini-3-pro-preview,django__django-11999,django/django,false,
google:models/gemini-3-pro-preview,django__django-12125,django/django,false,
google:models/gemini-3-pro-preview,django__django-12308,django/django,true,
google:models/gemini-3-pro-preview,django__django-12708,django/django,true,
google:models/gemini-3-pro-preview,django__django-14155,django/django,false,
google:models/gemini-3-pro-preview,django__django-14534,django/django,false,
google:models/gemini-3-pro-preview,django__django-15252,django/django,false,
google:models/gemini-3-pro-preview,django__django-15695,django/django,false,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23314,matplotlib/matplotlib,true,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-25311,matplotlib/matplotlib,true,
google:models/gemini-3-pro-preview,matplotlib__matplotlib-25332,matplotlib/matplotlib,true,
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,
google:models/gemini-3-pro-preview,pydata__xarray-4094,pydata/xarray,true,
google:models/gemini-3-pro-preview,pylint-dev__pylint-7080,pylint-dev/pylint,false,
google:models/gemini-3-pro-preview,pytest-dev__pytest-7432,pytest-dev/pytest,true,
google:models/gemini-3-pro-preview,pytest-dev__pytest-7490,pytest-dev/pytest,true,
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,
google:models/gemini-3-pro-preview,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,
google:models/gemini-3-pro-preview,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,
google:models/gemini-3-pro-preview,sympy__sympy-12419,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-12481,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-13031,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-13480,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-13647,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-15345,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-16792,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-17630,sympy/sympy,false,
google:models/gemini-3-pro-preview,sympy__sympy-18199,sympy/sympy,false,
google:models/gemini-3-pro-preview,sympy__sympy-18698,sympy/sympy,false,
google:models/gemini-3-pro-preview,sympy__sympy-21379,sympy/sympy,true,
google:models/gemini-3-pro-preview,sympy__sympy-21612,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,astropy__astropy-12907,astropy/astropy,true,
openai:gpt-5-mini-2025-08-07,astropy__astropy-14182,astropy/astropy,false,
openai:gpt-5-mini-2025-08-07,astropy__astropy-14365,astropy/astropy,false,
openai:gpt-5-mini-2025-08-07,astropy__astropy-14995,astropy/astropy,true,
openai:gpt-5-mini-2025-08-07,django__django-10914,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11099,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11133,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11179,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11815,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11848,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-11964,django/django,false,
openai:gpt-5-mini-2025-08-07,django__django-11999,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-12125,django/django,false,
openai:gpt-5-mini-2025-08-07,django__django-12308,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-12708,django/django,true,
openai:gpt-5-mini-2025-08-07,django__django-14155,django/django,false,
openai:gpt-5-mini-2025-08-07,django__django-14534,django/django,false,
openai:gpt-5-mini-2025-08-07,django__django-15252,django/django,false,
openai:gpt-5-mini-2025-08-07,django__django-15695,django/django,false,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23314,matplotlib/matplotlib,true,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-25311,matplotlib/matplotlib,true,
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-25332,matplotlib/matplotlib,true,
openai:gpt-5-mini-2025-08-07,psf__requests-2317,psf/requests,true,
openai:gpt-5-mini-2025-08-07,pydata__xarray-4094,pydata/xarray,true,
openai:gpt-5-mini-2025-08-07,pylint-dev__pylint-7080,pylint-dev/pylint,false,
openai:gpt-5-mini-2025-08-07,pytest-dev__pytest-7432,pytest-dev/pytest,true,
openai:gpt-5-mini-2025-08-07,pytest-dev__pytest-7490,pytest-dev/pytest,false,
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,
openai:gpt-5-mini-2025-08-07,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,
openai:gpt-5-mini-2025-08-07,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-12419,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-12481,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-13031,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,sympy__sympy-13480,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-13647,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-15345,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-16792,sympy/sympy,true,
openai:gpt-5-mini-2025-08-07,sympy__sympy-17630,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,sympy__sympy-18199,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,sympy__sympy-18698,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,sympy__sympy-21379,sympy/sympy,false,
openai:gpt-5-mini-2025-08-07,sympy__sympy-21612,sympy/sympy,false,
openai:gpt-5.2-2025-12-11,astropy__astropy-12907,astropy/astropy,true,
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,true,
openai:gpt-5.2-2025-12-11,astropy__astropy-14365,astropy/astropy,true,
openai:gpt-5.2-2025-12-11,astropy__astropy-14995,astropy/astropy,true,
openai:gpt-5.2-2025-12-11,django__django-10914,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11099,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11133,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11179,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11815,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11848,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-11964,django/django,false,
openai:gpt-5.2-2025-12-11,django__django-11999,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-12125,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-12308,django/django,false,
openai:gpt-5.2-2025-12-11,django__django-12708,django/django,true,
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,
openai:gpt-5.2-2025-12-11,django__django-14534,django/django,false,
openai:gpt-5.2-2025-12-11,django__django-15252,django/django,false,
openai:gpt-5.2-2025-12-11,django__django-15695,django/django,false,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,true,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,true,
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,true,
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,false,
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,true,
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,true,
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-13480,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-13647,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-15345,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,
openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,true,
openai:gpt-5.2-2025-12-11,sympy__sympy-21612,sympy/sympy,true,
